0,0.0,0.6,0.0,0.8,0.0,0.2,0.6,0.4,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.625,0.5,1.0,0.56521739,1.0,0.05926156,0.15426997,0.0,0.5,0.0,0.325,0.26388888,0.25957435,0.99998333,0.04277062
0,0.0,0.6,0.0,0.2,0.0,0.2,0.6,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.36842105,0.65217391,1.0,0.08616897,0.15426997,0.74324324,0.3,0.71428571,0.125,1.0,0.1694681,0.9999,0.0296296
0,0.0,0.6,0.4,0.8,0.8,0.2,0.6,0.4,0.6,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.4,0.875,0.5,0.36842105,0.86956521,1.0,0.05520913,0.50964187,0.0,0.4,0.0,0.725,1.0,0.21020776,0.0,0.0
0,0.0,0.8,0.6,0.2,0.4,0.2,0.8,0.2,0.4,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.89473684,0.95652173,0.5,0.0,0.15426997,0.0,0.5,0.0,0.225,0.01388888,0.0,0.0,0.19829056
1,0.0,0.8,0.0,0.2,0.0,0.2,0.6,0.6,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.875,0.5,0.36842105,0.65217391,0.5,0.01025785,0.15426997,0.72972972,0.2,0.0,0.275,0.625,0.12565703,0.99996666,0.16502943
0,1.0,0.6,0.8,0.6,1.0,0.2,0.6,0.6,0.2,0.0,0.6,1.0,0.0,0.2,0.0,0.0,0.6,0.0,0.4,0.875,0.5,0.52631578,0.0,1.0,0.01733233,0.50964187,0.4054054,0.8,0.0,0.3,0.16666666,0.05174189,0.0,0.20843669
0,0.0,0.6,0.0,0.2,0.0,0.2,0.8,0.2,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.21052631,0.60869565,1.0,0.14359466,0.15426997,0.0,0.8,0.0,0.1,0.0,0.0,0.99998,0.24615375
0,0.4,0.8,0.8,0.2,0.4,0.2,0.6,0.2,0.4,0.0,0.8,0.8,0.0,0.2,0.0,0.0,0.6,0.4,0.4,0.375,0.5,0.36842105,0.95652173,1.0,0.00503782,0.50964187,0.4054054,0.1,0.0,0.3,0.51388888,0.16509553,0.99999814,0.29950078
0,0.6,0.0,0.4,0.2,0.0,0.2,0.8,0.2,0.2,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.625,0.5,0.68421052,0.56521739,1.0,0.02339027,0.15426997,0.71621621,0.0,0.0,0.15,1.0,0.09201076,0.99998571,0.30955773
0,0.0,0.6,0.0,1.0,0.4,0.2,0.6,0.2,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,1.0,1.0,0.68421052,1.0,1.0,0.00259233,0.15426997,0.83783783,1.0,0.0,0.15,1.0,0.1341795,0.99995,0.09433126
